object1,0,0,001DD7CA,0,1,1,4294967295,0,0
object1,0,160,00040447,0,1,1,4294967295,0,0
object1,0,192,0028DEF8,0,1,1,4294967295,0,0
object1,0,224,0021B2A8,0,1,1,4294967295,0,0
object1,0,256,00386D0A,0,1,1,4294967295,0,0
object1,0,288,001E19ED,0,1,1,4294967295,0,0
object1,0,320,0006F0AA,0,1,1,4294967295,0,0
object1,0,352,0037A073,0,1,1,4294967295,0,0
object1,0,384,0013DD51,0,1,1,4294967295,0,0
object1,0,416,0017A7CD,0,1,1,4294967295,0,0
object1,0,448,003A3A27,0,1,1,4294967295,0,0
object1,32,448,0010792D,0,1,1,4294967295,0,0
object1,64,448,003344EB,0,1,1,4294967295,0,0
object1,96,448,00074577,0,1,1,4294967295,0,0
object1,128,448,00136BC9,0,1,1,4294967295,0,0
object1,160,448,0018E54C,0,1,1,4294967295,0,0
object1,192,448,000B9121,0,1,1,4294967295,0,0
object1,224,448,0023E622,0,1,1,4294967295,0,0
object1,256,448,002BFA5E,0,1,1,4294967295,0,0
object1,288,448,0020CB81,0,1,1,4294967295,0,0
object1,320,448,00029D3F,0,1,1,4294967295,0,0
object1,352,448,00006C9D,0,1,1,4294967295,0,0
object1,384,448,000DAC88,0,1,1,4294967295,0,0
object1,416,448,001AFD81,0,1,1,4294967295,0,0
object1,448,448,0003D04E,0,1,1,4294967295,0,0
object1,480,448,000852D5,0,1,1,4294967295,0,0
object1,512,448,0017B2BB,0,1,1,4294967295,0,0
object1,544,448,00383D22,0,1,1,4294967295,0,0
object1,576,448,00235621,0,1,1,4294967295,0,0
object1,608,448,0036CA0A,0,1,1,4294967295,0,0
object1,608,416,0013DDA3,0,1,1,4294967295,0,0
object1,608,384,00043631,0,1,1,4294967295,0,0
object1,608,352,000F5310,0,1,1,4294967295,0,0
object1,608,320,001BDF94,0,1,1,4294967295,0,0
object1,608,288,000D286B,0,1,1,4294967295,0,0
object1,608,256,003F9624,0,1,1,4294967295,0,0
object1,608,224,00253C48,0,1,1,4294967295,0,0
object1,608,192,000E8123,0,1,1,4294967295,0,0
object1,608,160,003F1127,0,1,1,4294967295,0,0
object1,608,0,00362AAE,0,1,1,4294967295,0,0
object1,576,0,0009B92D,0,1,1,4294967295,0,0
object1,544,0,0036A99D,0,1,1,4294967295,0,0
object1,512,0,0008A7E7,0,1,1,4294967295,0,0
object1,480,0,0032C4F5,0,1,1,4294967295,0,0
object1,448,0,003C285F,0,1,1,4294967295,0,0
object1,416,0,0031C9F5,0,1,1,4294967295,0,0
object1,384,0,0023117F,0,1,1,4294967295,0,0
object1,352,0,002DF87A,0,1,1,4294967295,0,0
object1,320,0,002183DC,0,1,1,4294967295,0,0
object1,288,0,002155EA,0,1,1,4294967295,0,0
object1,256,0,001D9465,0,1,1,4294967295,0,0
object1,224,0,0034D4A3,0,1,1,4294967295,0,0
object1,192,0,00222032,0,1,1,4294967295,0,0
object1,160,0,003F3B15,0,1,1,4294967295,0,0
object1,128,0,00041ADC,0,1,1,4294967295,0,0
object1,64,0,000BD3F6,0,1,1,4294967295,0,0
object1,96,0,0034BF97,0,1,1,4294967295,0,0
object1,32,0,002895BC,0,1,1,4294967295,0,0
object1,608,32,00145A82,0,1,1,4294967295,0,0
object1,608,64,00275835,0,1,1,4294967295,0,0
object1,576,64,000FCBCA,0,1,1,4294967295,0,0
object1,576,160,00202772,0,1,1,4294967295,0,0
object37,576,128,003E915F,0,1,1,4294967295,0,0
object37,576,96,001C6417,0,1,1,4294967295,0,0
object21,608,112,00029B6C,0,1,1,4294967295,0,0
object1,0,32,0012DD9F,0,1,1,4294967295,0,0
object1,0,64,003DBBE7,0,1,1,4294967295,0,0
object1,32,64,0006B19D,0,1,1,4294967295,0,0
object1,32,160,00070B16,0,1,1,4294967295,0,0
object23,0,128,00017656,0,1,1,4294967295,0,0
object23,0,96,00221A74,0,1,1,4294967295,0,0
Mike Caver,32,112,0025DADD,0,1,1,4294967295,0,0
boss 1,384,176,0031EDC4,0,1,1,4294967295,0,0
object2,400,128,003C8241,0,1,1,4294967295,0,0
object2,368,176,0037CFFA,0,1,1,4294967295,0,0
detonator 1,176,112,000A1562,0,1,1,4294967295,0,0
object1,576,384,0032C0C0,0,1,1,4294967295,0,0
object1,576,288,00305C15,0,1,1,4294967295,0,0
object1,544,288,00044CA5,0,1,1,4294967295,0,0
object1,512,288,003AC06C,0,1,1,4294967295,0,0
object1,544,384,00282B9D,0,1,1,4294967295,0,0
object1,512,384,0014E917,0,1,1,4294967295,0,0
door,512,320,0029C405,0,1,1,4294967295,0,0
door,512,352,0006BBC7,0,1,1,4294967295,0,0
key,560,240,00194CFE,0,1,1,4294967295,0,0
hp 1,96,416,001A1C40,0,1,1,4294967295,0,0
hp 2,64,416,0003AE16,0,1,1,4294967295,0,0
hp 3,32,416,000F1478,0,1,1,4294967295,0,0
boss battle (midi),640,480,003938DE,0,1,1,4294967295,0,0
d3 no,568,335,00038538,0,1,1,4294967295,0,0
d2 no,257,368,00319814,0,1,1,4294967295,0,0
oldbosshp_wall,32,384,00187CD2,0,1,1,4294967295,0,0
oldbosshp_wall,64,384,0025A3EF,0,1,1,4294967295,0,0
oldbosshp_wall,96,384,003308CA,0,1,1,4294967295,0,0
oldbosshp_wall,128,384,00000BF6,0,1,1,4294967295,0,0
oldbosshp_wall,128,416,00136A07,0,1,1,4294967295,0,0
bhpd_nothing,-32,0,00271BC0,0,1,1,4294967295,0,0
