object1,0,0,002D58A1,0,1,1,4294967295,0,0
object1,0,32,0006161B,0,1,1,4294967295,0,0
object1,0,64,000D0A60,0,1,1,4294967295,0,0
object1,0,96,0000D677,0,1,1,4294967295,0,0
object1,0,128,003D7623,0,1,1,4294967295,0,0
object1,0,160,000753E5,0,1,1,4294967295,0,0
object1,0,192,00113AC0,0,1,1,4294967295,0,0
object1,0,224,00389382,0,1,1,4294967295,0,0
object1,0,256,001F74DE,0,1,1,4294967295,0,0
object1,0,288,000E69BF,0,1,1,4294967295,0,0
object1,0,320,00149528,0,1,1,4294967295,0,0
object1,0,352,00030DC0,0,1,1,4294967295,0,0
object1,0,384,0037A490,0,1,1,4294967295,0,0
object1,0,416,0035D089,0,1,1,4294967295,0,0
object1,0,448,000DC3F5,0,1,1,4294967295,0,0
object1,32,448,0021404E,0,1,1,4294967295,0,0
object1,32,0,001F521F,0,1,1,4294967295,0,0
object1,64,0,002B258C,0,1,1,4294967295,0,0
object1,96,0,00350FC4,0,1,1,4294967295,0,0
object1,128,0,0035D042,0,1,1,4294967295,0,0
object1,160,0,002C6B60,0,1,1,4294967295,0,0
object1,192,0,0009C94D,0,1,1,4294967295,0,0
object1,224,0,002FC958,0,1,1,4294967295,0,0
object1,256,0,00001F0D,0,1,1,4294967295,0,0
object1,288,0,001C81CB,0,1,1,4294967295,0,0
object1,320,0,00353081,0,1,1,4294967295,0,0
object1,352,0,0001BDE7,0,1,1,4294967295,0,0
object1,416,0,002B3440,0,1,1,4294967295,0,0
object1,448,0,00280C77,0,1,1,4294967295,0,0
object1,480,0,002DE198,0,1,1,4294967295,0,0
object1,512,0,0028CCD8,0,1,1,4294967295,0,0
object1,544,0,0030B527,0,1,1,4294967295,0,0
object1,576,0,0007EFC7,0,1,1,4294967295,0,0
object1,608,0,00305E79,0,1,1,4294967295,0,0
object1,608,32,0018BDE0,0,1,1,4294967295,0,0
object1,608,64,002A8F20,0,1,1,4294967295,0,0
object1,608,96,0010E879,0,1,1,4294967295,0,0
object1,608,128,0032EF89,0,1,1,4294967295,0,0
object1,608,160,0023F910,0,1,1,4294967295,0,0
object1,608,192,002F33F5,0,1,1,4294967295,0,0
object1,608,224,000F046F,0,1,1,4294967295,0,0
object1,608,256,0031B37E,0,1,1,4294967295,0,0
object1,608,352,0020AAF7,0,1,1,4294967295,0,0
object1,608,384,002EB5F7,0,1,1,4294967295,0,0
object1,608,416,0024EAAD,0,1,1,4294967295,0,0
object1,608,448,0001F896,0,1,1,4294967295,0,0
object1,352,448,00376218,0,1,1,4294967295,0,0
object1,96,448,00137F75,0,1,1,4294967295,0,0
object1,64,448,003A17CB,0,1,1,4294967295,0,0
object1,128,448,0039999C,0,1,1,4294967295,0,0
object1,160,448,000DE82E,0,1,1,4294967295,0,0
object1,192,448,0039BAEC,0,1,1,4294967295,0,0
object1,224,448,00196F0C,0,1,1,4294967295,0,0
object1,256,448,0000BA4F,0,1,1,4294967295,0,0
object1,288,448,0019927C,0,1,1,4294967295,0,0
object1,320,448,001E0DE1,0,1,1,4294967295,0,0
object1,384,448,002F0D12,0,1,1,4294967295,0,0
object1,416,448,00020953,0,1,1,4294967295,0,0
object1,448,448,002A891C,0,1,1,4294967295,0,0
object1,480,448,003C31A3,0,1,1,4294967295,0,0
object1,512,448,0021467B,0,1,1,4294967295,0,0
object1,544,448,002906E7,0,1,1,4294967295,0,0
object1,576,448,001C831E,0,1,1,4294967295,0,0
object1,576,256,00189607,0,1,1,4294967295,0,0
object1,576,352,0019354C,0,1,1,4294967295,0,0
object1,32,64,00020AFA,0,1,1,4294967295,0,0
object1,32,160,00212072,0,1,1,4294967295,0,0
Mike Caver,32,112,00108A11,0,1,1,4294967295,0,0
door,576,320,0014A5D0,0,1,1,4294967295,0,0
door,576,288,00153315,0,1,1,4294967295,0,0
object2,288,112,002A5A19,0,1,1,4294967295,0,0
object2,176,320,000C3A70,0,1,1,4294967295,0,0
object2,464,336,0033AC1C,0,1,1,4294967295,0,0
object21,608,304,0022A58C,0,1,1,4294967295,0,0
object1,192,32,000DD089,0,1,1,4294967295,0,0
object1,192,64,000B1111,0,1,1,4294967295,0,0
object1,192,96,003EEB51,0,1,1,4294967295,0,0
object1,192,128,0001953A,0,1,1,4294967295,0,0
object1,192,160,00079485,0,1,1,4294967295,0,0
object1,192,192,000AAC2E,0,1,1,4294967295,0,0
object1,32,288,00379533,0,1,1,4294967295,0,0
object1,64,288,0029B5C8,0,1,1,4294967295,0,0
object1,96,288,0011B242,0,1,1,4294967295,0,0
object1,352,416,001C5947,0,1,1,4294967295,0,0
object1,352,384,000E0751,0,1,1,4294967295,0,0
object1,352,352,00000150,0,1,1,4294967295,0,0
object1,352,320,0019C421,0,1,1,4294967295,0,0
object1,352,288,000B6416,0,1,1,4294967295,0,0
object1,352,256,002FE884,0,1,1,4294967295,0,0
object1,512,32,0018B7F1,0,1,1,4294967295,0,0
object1,512,64,002A8815,0,1,1,4294967295,0,0
object1,512,96,0008D924,0,1,1,4294967295,0,0
object1,512,128,0029B113,0,1,1,4294967295,0,0
object1,384,0,00205622,0,1,1,4294967295,0,0
object1,384,32,003013EF,0,1,1,4294967295,0,0
object1,384,64,001D3A0F,0,1,1,4294967295,0,0
object1,384,96,0030005E,0,1,1,4294967295,0,0
key,560,32,003F3C58,0,1,1,4294967295,0,0
level 3 (midi),640,480,000E759C,0,1,1,4294967295,0,0
